text,username,time,image,location,engagement,label
"Red Tide Update - Aug. 3

Aerial surveys conducted by @MyFWC on Monday showed discolored water especially from south Venice to Longboat Key w/ conditions worse near Siesta Key. 

Red Tide Dashboard ➡  

 | #SRQCounty #SRQCountyParks . https   app smartsheet com b publish. https   www scgov net government parks recreation and natural resources find a park beaches red tide status. https   twitter com SRQCountyGov status 1422644346990518277 photo 1",SRQCountyGov,{'$date': '2021-08-03T00:00:00Z'},https://pbs.twimg.com/profile_images/828700317411835906/9JgPlC9p_normal.jpg,Manatee,16,No Label
"RT @MRMasferrer: #RedTide detected in Manatee County waters. If #PineyPoint's dirty water hits it, it could get a lot worse.

. https   www bradenton com news local article250894409 html",jonwebber,{'$date': '2021-04-23T00:00:00Z'},https://pbs.twimg.com/profile_images/766718807230582784/lFga_hDQ_normal.jpg,Manatee,15,other
We’ve never been so excited to see Atlantic sharpnose! First live shark since the red tide bloom hit the bay in August 2018. Hopefully a sign we’re on the path to recovery. #sharkscience #sarasotabay #gulfspan #redtiderecovery . https   twitter com GardinerLab status 1122887101702389761 photo 1,GardinerLab,{'$date': '2019-04-29T00:00:00Z'},https://pbs.twimg.com/profile_images/1227982402565419008/8EjrYn-H_normal.jpg,Sarasota,54,No Label
"""Unfortunately some of them, if not all of them, might die."" 

Sharks that have recently been spotted in canals near Longboat Key are trying to find a safe haven away from red tide, @MoteMarineLab experts tell @WFLAAllyson.  . https   www wfla com news local news sharks seen in longboat key canals are trying to avoid red tide experts say. https   twitter com WFLA status 1419785446385664001 photo 1",WFLA,{'$date': '2021-07-26T00:00:00Z'},https://pbs.twimg.com/profile_images/1539812844660719616/2FlxM4l8_normal.jpg,Manatee,14,media
"@NikkiFried @GovRonDeSantis It's not just Tampa Bay, it runs clear down the coast all the way to the literal back yard of Rick Scott's house on a Naples Beach. Let me put you touch with some local scientists in SWFL who don't work at a 4-letter org that takes money from the phosphate mining Industry.. ",altNOAA,{'$date': '2021-07-12T00:00:00Z'},https://pbs.twimg.com/profile_images/824692083180986368/ghs8RK-P_normal.jpg,Hillsborough,108,other
"@NWSTampaBay Lots going on today. For Pinellas, marginal risk of severe T-storms today. Small Craft Advisory Fri. to Sat. mornings. Medium-high concentrations of Red Tide. Other than that, rather chilly: Sat. morning low 33; Sun. morning low 31. Mon. morning low 34. . https   twitter com PinellasEM status 1605985010728652800 photo 1",PinellasEM,{'$date': '2022-12-22T00:00:00Z'},https://pbs.twimg.com/profile_images/1537439573671759872/BYs-pUiL_normal.jpg,Pinellas,167,gov
@noralove @StephenKing Lived in Bradenton Beach for 10 yrs. NO winter red tide.. ,kingfrook,{'$date': '2019-01-04T00:00:00Z'},https://pbs.twimg.com/profile_images/1561753456288964608/55jhDL42_normal.jpg,Manatee,16,No Label
"Another ""red tide"" left 15 tons of dead fish on Tampa Bay’s shore, and experts warn of more destruction . https   www washingtonpost com nation 2021 07 12 red tide st petersburg dead fish",washingtonpost,{'$date': '2021-07-12T00:00:00Z'},https://pbs.twimg.com/profile_images/1060271522319925257/fJKwJ0r2_normal.jpg,Pinellas,292,other
NEW: SkyFOX spots 'island' of dead fish rotting off St. Pete Pier; more in canals:  . https   www fox13news com news in one day nine tons of dead fish removed from st pete waters due to red tide elsa. https   twitter com FOX13News status 1413530670077550601 photo 1,FOX13News,{'$date': '2021-07-09T00:00:00Z'},https://pbs.twimg.com/profile_images/1459177564178681893/Y3jxK1Xd_normal.jpg,Pinellas,59,media
"RT @altNOAA: I don't know why Rick Scott would think he would be with friends in a town that has been devastated by Red Tide; but he learned a hard lesson today in Venice, #Florida!  No to #RedTideRick and lets fix this damn algae problem!
. https   www orlandoweekly com Blogs archives 2018 09 17 rick scott bood out of restaurant over floridas red tide crisis",YaffaDina,{'$date': '2018-09-17T00:00:00Z'},https://pbs.twimg.com/profile_images/1514428883218616323/dtVjPGty_normal.jpg,Sarasota,127,No Label
@nikkifried If Florida had embraced Algae-tech for nutrient runoff and wastewater cleanup then it would be a multi-Billion dollar/year business by now with job creation and revenue generation for the state.. ,Sean_OHanlon,{'$date': '2021-03-30T00:00:00Z'},https://pbs.twimg.com/profile_images/1497146754206216202/oN_RlKvC_normal.jpg,Manatee,14,No Label
"Over the next 36 hours, @NOAACoastalSci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in CHARLOTTE, MANATEE and SARASOTA counties. Conditions may vary. For latest updates at individual beaches, see  . https   go usa gov xMzx5. https   twitter com NWSTampaBay status 1590341102128635904 photo 1",NWSTampaBay,{'$date': '2022-11-09T00:00:00Z'},https://pbs.twimg.com/profile_images/875684318441385984/xXJdcbmq_normal.jpg,Sarasota,66,No Label
"Over the next 36 hours,  @NOAACoastalSci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in MANATEE and PINELLAS counties. Conditions may vary. For latest updates at individual beaches, see . . https   go usa gov xMzx5. https   twitter com NWSTampaBay status 1603029738200698883 photo 1",NWSTampaBay,{'$date': '2022-12-14T00:00:00Z'},https://pbs.twimg.com/profile_images/875684318441385984/xXJdcbmq_normal.jpg,Pinellas,35,No Label
"#Florida’s toxic #RedTide has killed hundreds of thousands of fish in the #Tampa Bay area. Massive #fish kills were reported in Pinellas County, from Clearwater to St. Petersburg—a swatch covering 20 miles.

. https   www newsweek com florida red tide update toxic tide move tampa bay killing fish masses 1113020",RobertKennedyJr,{'$date': '2018-09-10T00:00:00Z'},https://pbs.twimg.com/profile_images/1087140192459390977/RtmXrwHO_normal.jpg,Pinellas,126,No Label
@McKennaKingTV @MyFWC Thanks for your answer. 💐. ,alfadeco23,{'$date': '2021-07-19T00:00:00Z'},https://pbs.twimg.com/profile_images/1584825614942478336/bLAsbCS3_normal.jpg,Pasco,0,No Label
People from all across Florida joined hands today in a peaceful protest to raise awareness about the affects algae blooms can have on our water and marine life. . http   www baynews9 com fl tampa news 2018 08 12 dozens partook in  hands along the water  to raise awareness of affects of red tide,BN9,{'$date': '2018-08-12T00:00:00Z'},https://pbs.twimg.com/profile_images/912176447036502017/BBeoQTuF_normal.jpg,Hillsborough,78,media
#Englewood #Florida #redtide #protest #RickScott Make sure #Florida you don't vote #Republican cause they won't be cleaning the ocean up. . https   twitter com TaktaniTribal status 1023601938519220224 photo 1,TaktaniTribal,{'$date': '2018-07-29T00:00:00Z'},https://pbs.twimg.com/profile_images/1442070919648845826/q17EfKqN_normal.jpg,Sarasota,34,No Label
RT @HeraldTribune: Video: Red tide turns Casey Key waters from gorgeous to gross  . http   www heraldtribune com news 20180808 video red tide turns casey key waters from gorgeous to gross,KennyKool100,{'$date': '2018-08-08T00:00:00Z'},https://pbs.twimg.com/profile_images/1557068518402686977/ucti1Jpx_normal.jpg,Sarasota,36,No Label
"Groups ultimately hope to release 16,000 redfish in Pasco, Hillsborough, Sarasota, Charlotte, Lee and Collier counties. . https   www tcpalm com story opinion editorials 2019 02 07 redfish restocking red tide recovery begins thumb up 2792988002",TCPalm,{'$date': '2019-02-07T00:00:00Z'},https://pbs.twimg.com/profile_images/958812904513417216/CViyCam7_normal.jpg,Pasco,2,media
"The red tide outbreak in Tampa Bay is the worst we’ve experienced in 50 years. Hurricanes and extreme heat will make this problem worse. 

We have to listen to science, take real action to clean up our water quality, and invest in pollution prevention to keep Florida beautiful.. ",BenDiamondFL,{'$date': '2021-07-21T00:00:00Z'},https://pbs.twimg.com/profile_images/818666493974106115/69V5f86j_normal.jpg,Hillsborough,82,No Label
500 tons of Dead Sea life collected in St. Pete. Mayor Rick @Kriseman giving an update on the cleanup efforts of the massive fish kill as a result of red tide.  @FOX13News . https   twitter com danmaticsFOX status 1415310314464219140 video 1,DMaticsTV,{'$date': '2021-07-14T00:00:00Z'},https://pbs.twimg.com/profile_images/1495894378057015299/yBzCImey_normal.jpg,Pinellas,34,No Label
"Red Tide arrives in Pinellas, killing hundreds of thousands of fish- @FLGovScott  whose policies caused this is too busy campaigning to help!   #sayfie @FlaDems . https   www tampabay com news Red Tide arrives in Pinellas killing hundreds of thousands of fish_171618836. https   twitter com AmyTidd status 1039212916409593856 photo 1",AmyTidd,{'$date': '2018-09-10T00:00:00Z'},https://pbs.twimg.com/profile_images/1494412539903496193/QjLKyYth_normal.jpg,Pinellas,60,No Label
"The red tide blooms persisting along Florida's Gulf coast have now reached Pasco County, according to @MyFWC. @JMMeszaros
. https   wusfnews wusf usf edu environment 2021 06 24 red tide blooms have now reached pasco county",wusf,{'$date': '2021-06-24T00:00:00Z'},https://pbs.twimg.com/profile_images/882569215559028736/RMkZ8wkh_normal.jpg,Pasco,3,No Label
"The FWC said the highest concentrations were found at Sunken Island in the Hillsborough Bay, Anclote Key, Sand Key and Snake Key. . https   patch com florida pinellasbeaches s hnk47 high levels red tide detected hillsborough pasco counties",PinellasPatch,{'$date': '2021-07-01T00:00:00Z'},https://pbs.twimg.com/profile_images/974301343379742720/SdlNZLWh_normal.jpg,Pasco,0,No Label
The Suncoast Surfrider Foundation organized the rally today in @StPeteFL. The group is calling on @GovRonDeSantis to declare this #RedTide invasion an environmental disaster. MORE at 6 on @WFLA.  . https   www wfla com news rally against red tide happening in st pete today. https   twitter com WFLANiko status 1416516676997324800 video 1,NBCNiko,{'$date': '2021-07-17T00:00:00Z'},https://pbs.twimg.com/profile_images/1340133980117590017/Sy-SjYjj_normal.jpg,Pinellas,25,No Label
Red Tide suspected in first bird deaths found on Clearwater Beach . https   www tampabay com news environment wildlife Red Tide suspected in first bird deaths found on Clearwater Beach_171708245,TB_Times,{'$date': '2018-09-12T00:00:00Z'},https://pbs.twimg.com/profile_images/1066713591246725120/wFmoB0Xs_normal.jpg,Pinellas,28,media
@SeeYaDudeBrand Debating risk in NEW PORT RICHEY fl red tide seems risky. ,timothy60180015,{'$date': '2022-12-28T00:00:00Z'},https://pbs.twimg.com/profile_images/1591239664849113089/jjyMP8cc_normal.jpg,Pasco,5,other
"RT @BillWeirCNN: ""So far, the county has removed 66.8 tons of “Red Tide-related debris” — mostly marine life killed by Karenia brevis.""

. https   www tampabay com news environment 2021 06 23 those red tide blooms in pinellas just reached the pasco coast",harleykatt,{'$date': '2021-06-24T00:00:00Z'},https://pbs.twimg.com/profile_images/1595843842141462529/n4ILkxSb_normal.jpg,Pasco,2,No Label
"Red Tide is officially in Pinellas County, spanning more than 20 miles from Clearwater to St. Petersburg. . http   www tampabay com news Red Tide arrives in Pinellas killing hundreds of thousands of fish_171618836",TB_Times,{'$date': '2018-09-09T00:00:00Z'},https://pbs.twimg.com/profile_images/1066713591246725120/wFmoB0Xs_normal.jpg,Pinellas,103,media
Just in: The FL Dept. Health in Pasco County says red tide is now off the coast of Pasco. There’s a bloom near Anclote River Park Beach. @BN9 . https   twitter com TimWronka status 1408122263422050305 photo 1,TimWronka,{'$date': '2021-06-24T00:00:00Z'},https://pbs.twimg.com/profile_images/961278333064499203/ZciEPy42_normal.jpg,Pasco,3,No Label
"RT @FLSportsCoast: More great coverage of our scalloping season from @TimWronka and @BN9. Check out that awesome scalloping B-roll we shot last weekend! #FLSportsCoast #SportsCoastScalloping

. https   www baynews9 com fl tampa news 2021 07 20 despite red tide concerns  scalloping is back in pasco countyhttps   www baynews9 com fl tampa news 2021 07 20 despite red tide concerns  scalloping is back in pasco county",PascoGovAffairs,{'$date': '2021-07-22T00:00:00Z'},https://pbs.twimg.com/profile_images/1588560871466352642/Pup_sqza_normal.jpg,Pasco,2,No Label
Happening now: volunteers are at Holmes Beach on Anna Maria Island cleaning up the aftermath of the red tide outbreak. Most fish are already picked up. . https   twitter com EmeraldMorrow status 1026802516720316422 video 1,EmeraldMorrow,{'$date': '2018-08-07T00:00:00Z'},https://pbs.twimg.com/profile_images/1512239271129849856/YrwFDBOQ_normal.jpg,Manatee,22,media
"About 2,000 juvenile redfish were released. Upcoming releases will take place in #Hillsborough, #Pinellas, #Sarasota, #Charlotte, #Lee, #Collier, and #Manatee Counties. @BN9 . https   twitter com SarahBlazonis status 1092838686868365312 video 1",SarahBlazonis,{'$date': '2019-02-05T00:00:00Z'},https://pbs.twimg.com/profile_images/1130170137825423362/pJlLng_P_normal.jpg,Pasco,12,media
"RT @micheleforfl: “Tampa Bay is really sick right now, really extraordinarily bad. Conditions that we haven’t seen in decades.”

We have a climate + environmental crisis- this is a justice issue. Action is past-due so we must act now.  . https   www tampabay com news environment 2021 07 09 st petersburg cleans up 9 tons of dead fish in 24 hours due to red tide elsa",TallyAnnaE,{'$date': '2021-07-09T00:00:00Z'},https://pbs.twimg.com/profile_images/1590203573148712960/jRdhYIP3_normal.jpg,Pinellas,35,No Label
"The FWC said the highest concentrations were found at Sunken Island in the Hillsborough Bay, Anclote Key, Sand Key and Snake Key. . https   patch com florida seminoleheights s hnk47 high levels red tide detected hillsborough pasco counties",SemHeightsPatch,{'$date': '2021-07-01T00:00:00Z'},https://pbs.twimg.com/profile_images/940314542298431488/sWuUOAqZ_normal.jpg,Pasco,0,No Label
"@StephenKing But according to the media, Red Tide is a “natural occurrence”.  I’m sure 200+ million gallons of phosphate-contaminated water entering Tampa Bay didn’t help.. ",triballawyer,{'$date': '2021-08-02T00:00:00Z'},https://pbs.twimg.com/profile_images/1423414217214812165/jGrQsYgh_normal.jpg,Hillsborough,197,No Label
RT @altNOAA: Trump is visiting #Tampa today. Can someone please explain to him that #Florida's manatees are dying due to Rick Scott's lack-of policy that created this Red Tide. Manatees are Endangered and protected by the Endangered Species Act that Trump is trying to destroy.  #trumptampa . https   twitter com altNOAA status 1024366974514679808 photo 1,sayremick,{'$date': '2018-07-31T00:00:00Z'},https://pbs.twimg.com/profile_images/807790004512489472/F8fzfJPd_normal.jpg,Hillsborough,455,No Label
Clearwater Beach remains in the clear. The county's Environmental Management staff is proactively providing daily status updates about Pinellas County’s red tide testing locations via Pinellas County’s red tide web page. Visit:  to learn more. . https   pinellas gov environment watershed red tide htm. https   twitter com MyClearwater status 1030522200502272002 video 1,MyClearwater,{'$date': '2018-08-17T00:00:00Z'},https://pbs.twimg.com/profile_images/1096497004509908993/_zcRMyib_normal.jpg,Pinellas,31,tourbiz
Manatee County beaches are almost entirely free of red tide debris thanks to Parks Maintenance teams who work through the day to keep our shores pristine!  . https   twitter com ManateeGov status 1418690952273727493 photo 1. https   twitter com ManateeGov status 1418680018935455746,ManateeGov,{'$date': '2021-07-23T00:00:00Z'},https://pbs.twimg.com/profile_images/1400791299721138179/5m0_0dSe_normal.jpg,Manatee,33,No Label
A tractor was cleaning Holmes Beach this morning before my live reports on @BN9 &amp; @MyNews13. It’s one of many ways the county is removing waste from #RedTide. Today efforts are focused on the smaller waterways. Questions about the bloom in #ManateeCounty? Call 941-749-3547 . https   twitter com JorjaRoman status 1030802844138516480 video 1,JorjaRoman,{'$date': '2018-08-18T00:00:00Z'},https://pbs.twimg.com/profile_images/1501319122470289412/upQXKidw_normal.jpg,Manatee,15,No Label
"Why Florida’s red tide is killing fish, dolphins, manatees, and turtles . https   www vox com energy and environment 2018 8 30 17795892 red tide 2018 florida gulf sarasota sanibel okeechobee",voxdotcom,{'$date': '2018-08-30T00:00:00Z'},https://pbs.twimg.com/profile_images/807306191395241984/s8xmWAvU_normal.jpg,Sarasota,38,No Label
"RT @dwallacewells: “The toxin that the red tide releases is a neurotoxin, it damages the nervous system. That's how it kills wildlife, how it kills fish, manatees, dolphins, and we know it can affect us as well.” . https   www abcactionnews com news in depth scientists in sarasota are concerned red tide may have long term effects on the human brain",DLROhlms,{'$date': '2021-08-01T00:00:00Z'},https://pbs.twimg.com/profile_images/839977239978639362/Rh68hCQH_normal.jpg,Sarasota,34,No Label
"Historic home burns in Pasco county, the latest on red tide and where to vote tomorrow in the Dove Daily Update

#DoveDailyUpdate #stilthouse #Pasco #redtide #FWC #Mondaymotivation . https   twitter com 1055WDUV status 1034002598909628416 photo 1",1055TheDove,{'$date': '2018-08-27T00:00:00Z'},https://pbs.twimg.com/profile_images/1608095098629128192/gFQPV-Kp_normal.jpg,Pasco,0,No Label
"#RedTide update: The red tide organism, Karenia brevis, was observed at trace to concentrations near Hillsborough County; very low to low at Manatee County; trace to high at Sarasota County, and low in Lee. Samples near Key West showed low levels of red tide. . https   twitter com ReadCarlos status 1083069471982579717 photo 1",ReadCarlos,{'$date': '2019-01-09T00:00:00Z'},https://pbs.twimg.com/profile_images/1611079726767955980/Jq6x5xmU_normal.jpg,Manatee,13,media
The latest samplings found very low levels of red tide on Longboat and Lido beaches. . https   www yourobserver com news 2022 dec 20 red tide status in sarasota manatee counties,ObserverGroup,{'$date': '2022-12-21T00:00:00Z'},https://pbs.twimg.com/profile_images/1587865629293481984/bU0KfMnz_normal.jpg,Manatee,171,No Label
"In 2018, on top of $2.45M budgeted for red tide at @MyFWC &amp; extra $2.3M now given to @MoteMarineLab, we have also provided over $7M in grants to counties to battle red tide:
-$1.3M in Pinellas
-$750K in Manatee
-$333K in Charlotte
-$190K in Collier
-$1.47M in Sarasota
-$3M in Lee . https   twitter com SenRickScott status 1044229878328037376",SenRickScott,{'$date': '2018-09-24T00:00:00Z'},https://pbs.twimg.com/profile_images/1082776530235916289/KVIfkvwW_normal.jpg,Pinellas,477,No Label
"Manatee County expanding red tide cleanup to canals, other waterways . https   www bradenton com news local article216900185 html",jenstaletovich,{'$date': '2018-08-18T00:00:00Z'},https://pbs.twimg.com/profile_images/794178450084896769/75rKrLjy_normal.jpg,Manatee,14,No Label
Not a good look. #RedTide impacts as far as you can see. Credit: Sue Rex Michael #Sarasota . https   twitter com PaulFox13 status 1030088433111379969 photo 1,PaulFox13,{'$date': '2018-08-16T00:00:00Z'},https://pbs.twimg.com/profile_images/1077301300323332096/jAtHuEpo_normal.jpg,Sarasota,42,No Label
".@WFLA    Beaches not looking good.
#RedTide #stpetebeach #yuck #Brown #discoloration . https   twitter com 8_plamison status 1417173482434072578 photo 1",8_plamison,{'$date': '2021-07-19T00:00:00Z'},https://pbs.twimg.com/profile_images/1280636768069529600/BbVJfAV0_normal.jpg,Pinellas,63,No Label
@AndrewGillum Don’t let Scott into the Senate where he can do more damage to our state. Vote for Andrew Gillum and Sen Bill Nelson #VoteBlueToSaveFlorida #VoteBlueToSaveAmerica. ,beachbirds72,{'$date': '2018-09-09T00:00:00Z'},https://pbs.twimg.com/profile_images/1602702764827676673/5g9yzjDj_normal.jpg,Pinellas,43,No Label
St. Pete came out today to rally against red tide. Our community cannot and should not combat this crisis without state support. We call on @GovRonDeSantis to deploy resources and declare a state of emergency. . https   twitter com CharlieCrist status 1416454927778336774 photo 1,CharlieCrist,{'$date': '2021-07-17T00:00:00Z'},https://pbs.twimg.com/profile_images/1551679634655379458/ox6XoGVL_normal.jpg,Pinellas,321,No Label
"How #RedTide #toxins impact sea life, Professor Marcus Lindemann and I encounter this #crab on #CoquinaBeach... #WFTV #Florida #Bradenton #Sarasota . https   twitter com GWaldenWFTV status 1029454624913346561 video 1",GWaldenWFTV,{'$date': '2018-08-14T00:00:00Z'},https://pbs.twimg.com/profile_images/851264637450334210/e8qhdOCZ_normal.jpg,Manatee,22,No Label
"The news on red tide continues to improve, particularly in Pinellas County. . https   www tbnweekly com pinellas_county article_5fc19eb0 8886 11ed 879e abc010538154 html",TBNwebmaster,{'$date': '2022-12-30T00:00:00Z'},https://pbs.twimg.com/profile_images/1111686519033679872/rF9pNQ7T_normal.png,Pinellas,36,media
"Also, you can monitor water quality standards throughout the state (and around #PineyPoint) on FDEP's dashboard: 
. https   protectingfloridatogether gov water quality status dashboard",MaxChesnes,{'$date': '2021-04-04T00:00:00Z'},https://pbs.twimg.com/profile_images/1642548435302612992/iNQuGQwC_normal.jpg,Manatee,18,media
"RT @tomaskenn: There are more than 1,200 tons of dead Marine wildlife in Florida because of toxic wastewater spilt by unregulated corporations exacerbating effects from toxic red tide and Ron Desantis refuses to call for a state of emergency.

. https   www axios com ron desantis tampa bay red tide state of emergency 334ecd4c 700c 4a1e 8f99 2495d22c84a9 html",PalmerReader,{'$date': '2021-07-22T00:00:00Z'},https://pbs.twimg.com/profile_images/1615065502497345536/Y6bxC2g-_normal.jpg,Hillsborough,62,No Label
Pasco County is one of the counties they are releasing Redfish into!  #redfish #fishinglife . https   www aol com article news 2019 02 05 florida releases 16k redfish in places affected by red tide 23662324,KeepPascoBu2ful,{'$date': '2019-02-07T00:00:00Z'},https://pbs.twimg.com/profile_images/588433551047049217/vldPsy1j_normal.jpg,Pasco,1,other
"Human-caused pollution ... from land can put nutrients into the water that Karenia brevis uses as food... Red Tide exists naturally in an offshore ecosystem ... once those blooms drift inshore, “they are capable of using manmade nutrients for their growth” . https   www tampabay com news environment 2022 12 14 red tide florida 2022 st pete beach pinellas tampa bay",floridafriends,{'$date': '2022-12-15T00:00:00Z'},https://pbs.twimg.com/profile_images/1189630935597277184/tmYoU941_normal.jpg,Pinellas,160,other
"Bonnethead, black tip, nurse and lemon sharks fleeing #Florida's current red tide toxic #algae outbreak have flooded into Longboat Key's canals  via @WFLAAllyson. https   www wfla com news local news sharks seen in longboat key canals are trying to avoid red tide experts say",craigtimes,{'$date': '2021-07-28T00:00:00Z'},https://pbs.twimg.com/profile_images/1438867672494657541/cMKAyT15_normal.jpg,Manatee,36,No Label
"RT @JoanPennnative: ""Red Tide Blooms Have Now Reached Pasco County | WUSF Public Media"" . https   wusfnews wusf usf edu environment 2021 06 24 red tide blooms have now reached pasco county",2LuckyLucys,{'$date': '2021-06-25T00:00:00Z'},https://pbs.twimg.com/profile_images/1236719792377208832/kjv4T6Vc_normal.jpg,Pasco,1,No Label
"Scam in Pasco County and is red tide gone?

#DoveDailyUpdate #PCSO #DukeEnergy #RedTide

 . https   www wduv com news breaking news scam hitting pasco county residents 1t5HrSDrGlMUfi7uLpiAxM. https   twitter com 1055WDUV status 1069513272246849536 photo 1",1055TheDove,{'$date': '2018-12-03T00:00:00Z'},https://pbs.twimg.com/profile_images/1608095098629128192/gFQPV-Kp_normal.jpg,Pasco,0,No Label
"Over the next 36 hours, @noaacoastalsci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in MANATEE and PINELLAS counties. Conditions may vary. For latest updates at individual beaches, see . . https   go usa gov xMzx5. https   twitter com NWSTampaBay status 1603584514747502593 photo 1",NWSTampaBay,{'$date': '2022-12-16T00:00:00Z'},https://pbs.twimg.com/profile_images/875684318441385984/xXJdcbmq_normal.jpg,Pinellas,8319,No Label
RT @JasonAdamsWFTS: #RedTide | It's moving north. Red tide being reported all along #AnnaMariaIsland. Water has went from beautiful blue yesterday to brown today. MOTE reporting it at Manatee Beach &amp; Coquina Beach. So sad. @abcactionnews #FLwx #TampaBay . https   twitter com JasonAdamsWFTS status 1025737481545756673 photo 1,abcactionnews,{'$date': '2018-08-04T00:00:00Z'},https://pbs.twimg.com/profile_images/875429460807438337/4yx0qIuz_normal.jpg,Manatee,19,No Label
"RT @axios: JUST IN: Florida Gov. Ron DeSantis again refused to declare a state of emergency for Tampa Bay's ongoing red tide, despite pleas from the city of St. Petersburg, environmentalists and activists. . https   www axios com ron desantis tampa bay red tide state of emergency 334ecd4c 700c 4a1e 8f99 2495d22c84a9 html",litlgrey,{'$date': '2021-07-21T00:00:00Z'},https://pbs.twimg.com/profile_images/890954039755714560/T0NGbKaV_normal.jpg,Pinellas,363,No Label
"The FWC said the highest concentrations were found at Sunken Island in the Hillsborough Bay, Anclote Key, Sand Key and Snake Key. . https   patch com florida southtampa high levels red tide detected hillsborough pasco counties",SouthTampaPatch,{'$date': '2021-07-01T00:00:00Z'},https://pbs.twimg.com/profile_images/940315520930267136/nm3L2X9k_normal.jpg,Pasco,0,No Label
@dat_BCB @CherylHirschi @ArtistGailS @marceelias Same! I fear for south FL’s beautiful beaches &amp; animals hurt by the red tides. As well as separate blue-green algae problems stemming from fertilizers leaking into Lake Okeechobee &amp; FL’s fresh waterways. I worry for FL’s  environment under DeStupid. . https   www vox com energy and environment 2018 8 30 17795892 red tide 2018 florida gulf sarasota sanibel okeechobee,ZolaClyde1,{'$date': '2018-11-11T00:00:00Z'},https://pbs.twimg.com/profile_images/1472431137356193794/Rtwn5qpL_normal.jpg,Sarasota,441,No Label
The water still looks like #redtide but this is the prettiest morning on #annamariaisland in at least a month (I’m out here every Saturday during #seaturtle season) 9/1/18 . https   twitter com MRMasferrer status 1035850847282970624 video 1,MRMasferrer,{'$date': '2018-09-01T00:00:00Z'},https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg,Manatee,31,other
"KNOW BEFORE YOU GO: Dead fish were spotted on Longboat Key as #redtide continues to plague the Tampa Bay area. 

How to check conditions before heading to the beach 👉  . https   www wtsp com article news red tide map of red tide in florida beaches 67 da968feb 5541 4db9 9e29 7845ed7dd1fd. https   twitter com 10TampaBay status 1420428796872757249 photo 1",10TampaBay,{'$date': '2021-07-28T00:00:00Z'},https://pbs.twimg.com/profile_images/1257694617690046467/ISKyPJi0_normal.jpg,Manatee,13,No Label
"RT @altNOAA: The #Florida dems are fighting for Nelson and Gillum today. Recounts look like they're going to happen. And, I hope for #Florida sake, they do and they win. Because the GOP isn't listening to us (scientists) and the #RedTide is growing more intense!
. https   www abcactionnews com news region south pinellas gulfport pinellas co confirms red tide moving towards gulfport shore in high concentrations",absurdityengine,{'$date': '2018-11-08T00:00:00Z'},https://pbs.twimg.com/profile_images/824703730851287040/PdI1D8XY_normal.jpg,Pinellas,51,No Label
"I’m receiving reports of intense respiratory irritation and dead fish from Lee and Sarasota counties. Nicole’s winds turned the currents onshore bringing toxic Florida red tide patches, to the coast on Thursday. 
Check out Mote’s  for twice daily conditions . https   visitbeaches org. https   twitter com inspectorplanet status 1591419929806372864 video 1",inspectorplanet,{'$date': '2022-11-12T00:00:00Z'},https://pbs.twimg.com/profile_images/1258469325670842368/gcI07k_R_normal.jpg,Sarasota,35,No Label
"RT @savethemanatee: Red Tide is affecting manatees
High levels of red tide are seen along Florida's gulf coast, primarily in the Tampa Bay, St. Petersburg and Sarasota areas.
Please report all sick and injured manatees to FWC at 1-888-404-3922. 
Please share this post to make others aware! . https   twitter com savethemanatee status 1418571796069163013 photo 1",BeletteLePink,{'$date': '2021-07-23T00:00:00Z'},https://pbs.twimg.com/profile_images/1040324898588172288/CioIUELm_normal.jpg,Pinellas,37,No Label
Earlier: Fishermen at work... hired by people overwhelmed by the stench of thousands of fish killed by #redtide. Manatee County leaders have set aside $500k for contractors to come in Monday to begin removing fish in neighborhoods. 🤢STORY&gt;&gt;  . https   www wfla com news local news manatee county announces expanded red tide response 1378470787. https   twitter com WFLACorey status 1030593226699362310 video 1,coreydavis6abc,{'$date': '2018-08-17T00:00:00Z'},https://pbs.twimg.com/profile_images/1510626917371813894/UCchI5Q3_normal.jpg,Manatee,18,media
"RT @LarryToweTV: SkyFox view of red tide bloom along Longboat Key, Sarasota, Florida.
@kkuizon will have an update
at 6PM on @FOX13News . https   twitter com LarryToweTV status 1025486404447608833 video 1",kkuizon,{'$date': '2018-08-03T00:00:00Z'},https://pbs.twimg.com/profile_images/964559428560281600/xGdD0z3r_normal.jpg,Manatee,29,No Label
Belated #FieldworkFriday and #FlatSharkFriday post. We were so stoked to tag 24 juvenile cownose rays in #SarasotaBay yesterday as we’d previously seen only 2 since the devastating 2018 red tide event! Hopefully a sign of #redtiderecovery! @SarasotaEstuary . https   twitter com GardinerLab status 1310008523703676928 photo 1,GardinerLab,{'$date': '2020-09-27T00:00:00Z'},https://pbs.twimg.com/profile_images/1227982402565419008/8EjrYn-H_normal.jpg,Sarasota,155,No Label
